userName,score,at,content
Dessy Citra,1,7/18/2023 12:35,"Sangat tidak asik lagi ,kartu baru main sendiri kita belum mulai lawan sdh menang, malah skrg ada kartu pencuri ambil marble lawan melulu seperti koruptor dan maling, gak seru dan gak perlu pake otak , cukup beli kartu bagus punya uang elo menang melulu, game gak jelas !! orientasi cari uang doank ,kartu baru dapatnya susah kecuali yang bisa beli.. makin kesini makin gak worted buat dimainkan !!"
Fian Pranata,5,7/18/2023 4:30,"Hallo admin, saya mempunyai sebuah saran yaitu; kasih sistem buff dan nerf di gamenya setiap bulan, supaya gameplay gamenya tidak monoton! Masa setiap main ketemu karakternya itu-itu mulu, semua player getrich juga ingin gameplay yang bervariasi waktu memainkannya. Ayo admin beri gamenya sebuah sistem tersebut supaya gamenya ramai, kalau ramai lebih menyenangkan soalnya. Kami akan selalu mendukung getrich untuk terus menjadi lebih baik lagi. 💪💪♥️♥️"
Games Jagattt,1,7/13/2023 19:07,"Coba lah ini di revisi lagi bagian login dari tadi gabisa login, udah hapus data, install ulang pun ga da hasil. Sering bangeet kejadian susah login kalau login pakai line Jangan update game terus sama jualan yg di utamain, bug / error yg sering di permasalahkan harus di perbaiki juga lah"
Iqbal Ramadan,1,7/2/2023 14:03,"Terdapat bug pada event, saya gak bisa exchance kartu padahal sudah mengumpulkan item yang diperlukan. Dan match making nya gak adil banget, lawan diuntungkan dengan skill card nya, baru main beberapa detik langsung bangkrut karena ketarik ke landmark lawan terus. Getrich udah beda banget, sekarang developer cuma mau nyari cuan."
Doni Riyanto,1,7/2/2023 9:25,"Game ini sudah rusak.... dengan adanya karakter yang sangat Baik serta pendant yang sangat baik menjadikan permainan ini tidak seimbang, sehingga memainkannya hanya akan membuat kesal, tidak setara dengan pada saat mendapatkan kemenangan. Saat menang rasanya biasa saja.... game ini sudah rusak, mengingat pertama kali saat muncul pada tahun 2014an dimana karakter dan pendant masih balance, memainkannya sangat seru.... sekarang hanyalah kesal yang didapat"
Gunk OdHon,3,6/29/2023 12:32,"sudah tidak seperti dulu,karakter baru seperti maen sendiri,baru jalan sudah line completion,terus pendan ngak sesui. kita pengguna lama jadi kalah terus,mana lagu bukak draw pake diamon,yg dpat karakter jelek-jelek,padahal update seminggu 2x,kadang"" males dapat musuh karakter yang OP. semoga saja kedepan ada penghargaan buat player lama, saya maen get rich dari tahun 2013."
Torto Clip,1,6/29/2023 2:59,"Gimana ya, saya level 107.. pemain lama yg kembali main gak pernah bayar.. tapi sekarang card lawan abilitynya udah pada serem.. sekali lempar dadu udah pada completion.. saya aja belum jalan... emank gak bisa gitu dipertemukan dengan lawan kartu yg sebanding.. jdinya males 10 kali main kalah dg cara yg sama. 😅"
Setya Puji R.,1,6/29/2023 1:41,"Saya sebagai player lama merasa dicurangi dengan munculnya karakter dan pendant baru yang terlalu over power. Sedangkan untuk mendapatkan karakter dan pendant terbaru sangatlah sulit. Saya sudah menghabiskan sekitar 4000+ diamond untuk mega jackpot, namun kebanyakan hanya mendapatkan koin yang tidak berguna. Sedangkan player dengan akun baru bisa mendapatkan semua karakter dan pendant terbaru melalui hadiah, dan itu secara gratis. Player dengan akun lama semakin dicurangi."
Ghufron ilhami,3,6/28/2023 8:15,"Secara game play bagus, tapi kenapa? Pertama, waktu maen padahal sinyal enak tiba² koneksi lost dan waktu di ganti jaringan gak kembali ke permainan, kedua, waktu main tiba² suruh restart game ga tau ada apa Tolong perbaiki dong bug nya🙏🙏"
Wahyu Kusumah,1,6/17/2023 5:43,"Koneksi jaringan sangat buruk,ketika bermain lost konek terus,padahal jaringan + sinyal bagus. Segera perbaiki koneksi servernya jangan hanya event terus menerus dan pembaruan data doang. Gua kasi b1 kl udh bagus gw tambahin."
ahmad anshari,1,6/15/2023 6:24,"tolong buat room khusus pertemuan lawan yang sesuai dengan kartu yang kita pakai sama pendant yang kita pakai, karena kadang kita yang pemula bertemu dengan orang"" yang sudah pro kartu dan pendantnya otomatis kita bakalan terkalahkan dan paling nyebelin itu belum juga lempar dadu permainan sudah di menangkan oleh dia tolong jaga kenyamanan kami, kalau game anda mau diminati banyak orang tolong diperbaikin mulai dari bug dan room khusus pemula ketemu pemula begitu pun sebaliknya."
Vina Dwi Nugrahani,1,6/11/2023 7:37,"Maaf ya developer, tapi akhirnya saya mengetahui satu hal ""mengapa banyak player yang memberi ulasan rating satu untuk game ini karena emang sesuai dengan banyak bug, ketidakjelasan dalam game, reconnect yang merugikan, dan masalah-masalah lainnya. Sayang sekali, game-nya itu sebenarnya bagus, tapi karena pengembangannya kayak gak tau arah, jadi minus banget gamenya. Otw uninstall 🙂"
Ridwan Alfarizhi,1,6/9/2023 4:59,"Sebenarnya banyak pemain² lama pada login lagi termasuk saya. Tapi sekarang pas main, banyak karakter² kartu yg gak ngotak skill² nya.Memang pay to win tu hal biasa. Tapi ya gak separah ini juga. Bahkan sampe gak ada kesempatan ngalahin kartu karakter event yg banyak buff nya. Di samping itu pas kita punya kesempatan menang.Malah ngebug/reconnect dan gk bisa lanjutin game yg tadi. Karna hal itu jadi mnding uinstal lagi saja.dulu ini game kan tema nya ya seperti monopoli?tapi ko sekarng begini?"
ROMA DONA,1,6/7/2023 2:16,"Kemaren saya beli pendant seharga 19k/29k.... Tetapi kok gak sesuai gambar nya ya, malah dapat yg di luar gambar, devlover tolong kalau mau ambil untung jgn gitu lah, masak nipu sih, seharus nya sesuai yg di gambar lah, saya pemain tahun 2013 lho, coba download lagi kok malah makin kocak sih....aduh"
Cikal Aqilah,3,6/3/2023 8:26,"Suka tiba2 keluar sendiri, tiba2 logout sendiri sampe login pake line ke blokir, sering nge lag, kalau pakai wifi suka susah sinyal. Permainan superboom kurang seru dan agak sulit dijalankan. Banyak karakter dan pendant yang overpower, belum juga kebagian jalan tiba2 udh dibikin bangkrut, tiba2 udah bikin landmark seabreg 😢"
Maulana Teguh Aji Saputra,2,6/1/2023 18:23,"Buat developer, please lah ability jgn dibikin terlalu OP buat character yg baru"". Saya sebagai pengguna lama yg baru main lgi merasa tercurangi, saya belum jalan sama sekali tiba"" musuh sudah touris, line, tripel. Tolonglah dipikirkan terlebih dahulu jika memberikan ability ke character baru."
Kun Anwar,4,6/1/2023 15:15,"Gamenya bagus.. tapi anehnya tiba2 koneksi terputus sendiri, nah bukannya lanjuttin main saat koneksi kembali, ini malah keluar dari permainan masuk ke lobby.. pas direload malah ngk kembali ke permainan.. ini bug mohon diperbaiki, malas x kejadian seperti terus2an.. game mau menang malah ngk jadi menang keluar ke lobby.. aneh, tindak lanjutnya gimana ini?"
kise ryota,1,5/29/2023 20:20,"Game rusak,reconnect langsung keluar menu,p2w gacha ampas,mikirin cuan daripada kenyamanan player,banyak pendant g aktif ,bahkan dengan lawan yg pendant nya LV kecil aja bisa g aktif,bikin game yg becus dong,banyak bug lagi,ni malah mikirin karakter Mulu,keluhan player tentang bug kagak dibenerin ,ampas ampas"
Muhammad Ikhsan,1,5/22/2023 13:42,"Ini game makin aneh aja. Makin banyak bug nya. Dulu kalo reconnect, trus kita refresh masih bisa masuk game. Skarang kalo uda reconnect malah otomatis ke lobby dan gak bisa masuk ke game lagi. pdhal rasio menang game udah 90% Belom lagi dgn card2 aneh. Dgn 2 x putaran udah menang completion ..lompat sana sini. Kita susah payah buat lanmark ehh tau di ubah efek paint dan buat lawan menang mudah complation"
TRI HARI PURNOMO,1,5/20/2023 15:58,Tiap ketemu Thailand pasti boncos skill pendant. Kalo ga ya disconect. Ini sering banget. Pas posisi mereka kalah pasti disconect gua. Ga sekali dua kali loh kaya gini. Mana ga bisa report player lagi. Main sama player indo atau lainnya ga pernah disconect
mona Bellina,1,5/12/2023 9:57,"Ku pemain lama let's get rich. Dulu seru banget kyk kartunya beda pun tetep masih memungkinkan menang sama kartu yg bagus. Sekarang semakin lama semakin gak masuk akal main monopoli nya harus bagus kartunya kalau gak pasti kalah. Efek kartunya semakin hmmm 🤔 jadi kyk kok gitu dan ""kayak"" curang. Musuh di landmark punyaku tapi yg bayar aku sendiri."
Sammy Sandy,1,5/11/2023 12:45,"Game apaan ini.... Masih lebih baik get rich yang lama dibanding yang baru. banyak banget bugnya, main tutorial aja Ampe gak bisa dilanjutin, setelah aku skip tutorial gak bisa pencet apa-apa apalagi gerakin ataupun ambil rewardnya"
Royhan Wahyu,1,5/4/2023 3:22,"Jujur gua pemain lama, trus gua iseng utk download game ini lagu. Tapi ini game emang udah bener bener ga sehat sih. 1. masalah jaringan yg terputus, padahal koneksi wifi dan data lancar tapi di saat reconnecting malah mental ke lobby bukannya masuk ke permainan lagi 2. masalah kartu dan pendant yg udah ga masuk akal. ketara bgt sistem ""PAY TO WIN"" nya. Mending buat kalian player lama yg mau main lagi atau player baru, mending jgn main ini kalo ga mau kesel gegara game ga sehat ini."
azwa putri,1,5/4/2023 0:43,"Gamenya ngebosenin reconnect terus, tiap ada event pasti update data/mengunduh data terus kalo tambah bagus sih gpp tapi malah tambah jelek aplikasinya 👎 skil Karakternya pada ga masuk akal ngebosenin, ini game kebanyakan jualan.. payaahh bug terus"
Pangestu Aji Nugroho,1,5/3/2023 16:50,"2 tahun lebih gk maen ini game pas login lg bukan nya tambah bener makin ancur, pendant akun baru kacau smua, akun lama boro2 ada bonus meski ikut event, ditambah diliat rating 3,8 tambah ancur pula, ditambah dlm game pake segala ada iklan, ude gk sanggup apa ini server skrg pake ads segala, mungkin karna ditinggal pemain2 lama nya yg kecewa sistem bagi bonus kartu, pendant, dll. Auto uninstall lg cooook.... Sinyal bagus lg maen tau2 force close alasan klasik jaringan...."
Ryan Akz,1,4/30/2023 13:58,"Nice bug, pendant free toll pas kena area lawan chance cuma 40% tapi real di game 100% kena lebih dari 10 kali selalu free toll. Pantes banyak yg ga mau main lagi. Ronde 1 langsung dpt 7 landmark musuhnya? Baru jalan 1 putaran langsung bangkrut? Hadeh game apaan ini. Otw uninstall aja."
Dridwan ',1,4/27/2023 17:04,"Tolong di perbaiki, sinyal/jaringan bagus kenapa cuma main game ini selalu keluar dari game koneksi terputus, saya main game sebelah seperti ML, PUBG, getshin yang mengeluarkan paketan yang cukup menyedot banyak paketan, sinyal aman aman aja, dan yang paling ingin menghapus game getrich pada saat konrksi terputus ngga bisa masuk ke dalem game lagi saya bisa menyipulkan ini game rusak tolong di perbaiki kepada developer, terima kasih"
Arni Dini,3,4/27/2023 10:27,"Jaringan bagus tapi malah gak bisa masuk. Kadang2 waktu lagi main tiba2 koneksi terputus padahal jaringan bagus dan gak bisa balik ke gamenya lagi, malah keluar. Tolong diperbaiki lagi servernya. Terus kalau main super boom, arah analognya gak nyaman. Kurang smooth dan suka lag. Matchmakingnya kurang adil juga. Kartu bagus sekelas anubis sama kimoon harusnya lawannya juga setara, bukan dengan kartu yang level bawah."
Hilman Jaeni,1,4/27/2023 4:22,"Ini games makin kesini bug nya makin parah!!. Lagi maen games tiba2 terputus jaringan padahal wifi atau seluler tidak ada gangguan. Masalahnya saat menyambung ulang koneksi internet bukan nya relog ke permainan/stage/maps, malah masuk lobby.. kocak gaming emang ini games bug nya parah!!!!"
GDT1ME,1,4/25/2023 11:50,"Terlalu banyak meminta untuk merestart ulang game dengan koneksi bagus,terlalu sering meminta untuk log in ulang ke line,tidak dapat menyambung dengan google,dan masih banyak lagi masalah yg terjadi ketika saya mencoba untuk masuk game,game tidak beraksi dengan internet padahal saya sudah memiliki koneksi yg bagus. Ya bisa dibilang kalau Kalian mau main line get rich pikir pikir lagi deh soalnya bakalan kesel sendiri udh koneksi bagus gk hisa dibuat log in"
Mochammad Hilmy Fauzan,5,4/24/2023 18:00,"Jujur, nostalgia banget main ini. Pernah main tahun sebelum covid dan akhirnya selama covid gak main lagi. Tapi sekarang main lagi dan masih sama serunya. Tapi untuk pendant dan karakter terlalu dipermudah dapatnya :D. Untuk pertandingannya masih seru, walaupun sesekali mendapat lawan yang tidak sepadan :v tapi solusinya ya keluar saja agar tidak emosi :v menunggu 10 menitan sambil bermain game lain, setelah tuh login lagi :v"
Yoan Putra,1,4/24/2023 5:41,"100% lawan adalah bot komputer, systems matchmaking diatur sehingga terlihat seperti dipertemukan dengan player lain namun kenyataannya lawan adalah komputer(bot). Buktinya tidak dapat menambahkan lawan sebagai teman(add friend), tidak dapat reconnect ulang padahal ada fitur autoplay. berkedok permainan monopoly sebenarnya game ini adalah game gatcha yang dapat membuat kecanduan ""gatcha""."
RidzkyRivaldy,3,4/23/2023 15:03,"Beda banget sekarang, kenapa aneh banget ya mulai dari dadu dan maps terlalu campur aduk membingungkan players, terutama shop untuk gacha dan dadu. Bagusnya sih baru buat akun dapet karakter super enak(impian gua karakternya ditambah dengan item""nya)"
Muhammad Abbel Putra Helandas,1,4/22/2023 21:22,"Sangat tidak adil untuk dimainkan, masa harus ketemu dengan musuh yang pendant dan karakter tidak setara, jadi seringkali lose streak sehingga malas lagi untuk bermain game, saya sarankan tidak usah mendownload game ini, karena sangat tidak adil untuk karakter dan pendant, top up banyak² , tapi tidak yang kita harapkan"
Fahmi Ramadan,1,4/17/2023 16:59,Game gak masuk akal dengan dadu yang sering rusak... Mohon untuk di perbaiki semakin lama game semakin buruk dengan pendant yang tidak sesuai... Di tambah jaringan sering reconncet sudah masuk di peringkat 10.000 sering jaringan reconnect padahal main yang lain masih aman... Cuman main getrich yang gadak otak... Tolong min kalok gak niat bikin game gak usah bikin hapus aja aplikasinya
Ridiana Nana,1,4/17/2023 9:32,"Apaan ini game kita pemain lama baru mau main lagi di buat kesel bangeet, masa karakter dan pendant sekarang gak masuk akal bangeet, capek2 bangun kota musuh lewat hilang tu kota kita, belum lagii musuh langsng landmark gimana mau diimbangii coba, beda bangeet ama yg dulu 🥴"
Padilee Official,2,4/7/2023 15:52,"Koneksi masalah jaringan benerin,make data/wifi masa iya sama"" ngelag,udah reconnect masa gamao masuk ke dalam game,malah ke lobby,gajelas bangat,1 lagi,masa iya baru 1turn udah menang,pendant nya ga masuk akal"
Esti Esti,1,4/6/2023 14:36,"Tolong team getrich, kasih lawan yg sepadan yah skill nya, kita pemain lama yg mau main lagi jadi ketinggalan jauh dan saking banyak karakter bagus-bagus pendant juga bagus-bagus lawan keren-keren, tapi yg lose streak kitaaaaaaaaaaaaaaaaaaaaa"
Marcellino Marcell,1,4/5/2023 14:59,"Game tidak balance, player lama yang kembali pada game tidak dikasih hadiah atau apapun untuk menyaingi player baru lain yang dapat pendant bagus, matchmaking tidak masuk akal ketemu dengan player yang memiliki pendant baru semua, kartu kartu tidak jelas terlalu kuat semua masa kita cuma nonton mereka gerak terus menerus."
Rifky Toniirawan,1,4/4/2023 17:31,Semakin jauh semakin membosankan...karakter yang tidak sangat² masuk d akal. Mana karakter yang pengeluaran terbaru sungguh sangat membosankan . Semakin males mau main . Karakter bisa stop musuh waktu jalan. Bisa ngilangin rumah tanpa kartu kesempatan .dan ada juga yang langsung olimpiade setiap beli lenmark Jangan dwonload aplikasi ini karakter semakin membosankan . Pasti nyesel kalau dwonload .
Taqwa Muhammad,1,3/23/2023 7:12,"Mohon untuk memperbaiki game yang rusak ini... Perbedaan karakter dan pendant yang sangat jauh di dalam permainan membuat kami sangat kesal... Jadi harap kiranya untuk memperbaiki game rusak ini yah, kalau kami menggunakan karakter s+ biasa jangan kau pertemukan dengan karakter legendary.... Udah koneksi jaringannya rusak, server ngak jelas ketemu legendary atau evo mulu, haduhh game terhancur yang pernah ada.. Oke makasih semoga game ini bisa lebih baik lagi"
Sandi Septian,3,3/21/2023 17:51,"1. Perbaiki Sistem Matchmaking, Trophy 0 ketemu Trophy 1 juta lebih 2. Event nya jangan terlalu sebentar, sebulan minimal juga kasih hadiah juga player gratisan jangan terlalu keliatan pay to winnya 3. Server sering penuh, jaringan delay"
Saktiawan Ap,1,3/21/2023 16:35,"Pemilihan player yg gk seimbang, event karakter/perdant terlalu singkat dan untuk mendapatkan perdant/karakter baru sangat sulit, banyak bug, perlu 14 kali kalah baru dikasih win itupun dapat lawan bot 2 kali setelah itu ngulang lagi"
